1100100087888,11/17/16,AM,DB
1100100087326,11/17/16,AM,DB
1100100087698,11/17/16,AM,DB
1100100087417,11/17/16,AM,DB
1100100087839,11/17/16,AM,DB
1100100087284,11/17/16,AM,DB
1100100087482,11/17/16,AM,DB
1100100087938,11/17/16,AM,DB
1100100087870,11/17/16,AM,DB
1100100087623,11/17/16,AM,DB
1100100086047,11/17/16,AM,DB
1100100086724,11/17/16,AM,DB
1100100087649,11/17/16,AM,DB
1100100087664,11/17/16,AM,DB
1100100087532,11/17/16,AM,DB
1100100087763,11/17/16,AM,DB
1100100087409,11/17/16,AM,DB
1100100087862,11/17/16,AM,DB
1100100087946,11/17/16,AM,DB
1100100087433,11/17/16,AM,DB
1100100087722,11/17/16,AM,DB
1100100087375,11/17/16,AM,DB
1100100087359,11/17/16,AM,DB
1100100087441,11/17/16,AM,DB
1100100087490,11/17/16,AM,DB
1100100087474,11/17/16,AM,DB
1100100087334,11/17/16,AM,DB
1100100087342,11/17/16,AM,DB
1100100087672,11/17/16,AM,DB
1100100087383,11/17/16,AM,DB
1100100085981,11/17/16,AM,DB
1100100088001,11/17/16,AM,DB
1100100074514,11/19/16,AM,DB
1100100086047,11/19/16,AM,DB
1100100086724,11/19/16,AM,DB
1100100085551,11/19/16,AM,DB
1100100086278,11/19/16,AM,DB
1100100074514,11/21/16,AM,DB
1100100087938,11/21/16,AM,DB
1100100087383,11/21/16,AM,DB
1100100087748,11/21/16,AM,DB
1100100087722,11/21/16,AM,DB
1100100087649,11/21/16,AM,DB
1100100087847,11/21/16,AM,DB
1100100087565,11/21/16,AM,DB
1100100087466,11/21/16,AM,DB
1100100087409,11/21/16,AM,DB
1100100087763,11/21/16,AM,DB
1100100087425,11/21/16,AM,DB
1100100087417,11/21/16,AM,DB
1100100086278,11/21/16,AM,DB
1100100087433,11/21/16,AM,DB
1100100087359,11/21/16,AM,DB
1100100087441,11/21/16,AM,DB
1100100087888,11/21/16,AM,DB
1100100087946,11/21/16,AM,DB
1100100087599,11/21/16,AM,DB
1100100087839,11/21/16,AM,DB
1100100085981,11/21/16,AM,DB
1100100087698,11/21/16,AM,DB
1100100087714,11/21/16,AM,DB
1100100088001,11/21/16,AM,DB
1100100087375,11/21/16,AM,DB
1100100087920,11/21/16,AM,DB
1100100087656,11/21/16,AM,DB
1100100087896,11/21/16,AM,DB
1100100087474,11/21/16,AM,DB
1100100087490,11/21/16,AM,DB
1100100087664,11/21/16,AM,DB
1100100087334,11/21/16,AM,DB
1100100087342,11/21/16,AM,DB
1100100087326,11/21/16,AM,DB
1100100087573,11/21/16,AM,DB
1100100087482,11/21/16,AM,DB
1100100087771,11/21/16,AM,DB
1100100086047,11/21/16,AM,DB
1100100087581,11/21/16,AM,DB
1100100087623,11/21/16,AM,DB
1100100074514,11/22/16,AM,DB
1100100085809,11/22/16,AM,DB
1100100087888,11/22/16,AM,DB
1100100086047,11/22/16,AM,DB
1100100087714,11/22/16,AM,DB
1100100087847,11/22/16,AM,DB
1100100087375,11/22/16,AM,DB
1100100087722,11/22/16,AM,DB
1100100087631,11/22/16,AM,DB
1100100087748,11/22/16,AM,DB
1100100086740,11/22/16,AM,DB
1100100087938,11/22/16,AM,DB
1100100087433,11/22/16,AM,DB
1100100087565,11/22/16,AM,DB
1100100087441,11/22/16,AM,DB
1100100087383,11/22/16,AM,DB
1100100087425,11/22/16,AM,DB
1100100087417,11/22/16,AM,DB
1100100087698,11/22/16,AM,DB
1100100087763,11/22/16,AM,DB
1100100087599,11/22/16,AM,DB
1100100087771,11/22/16,AM,DB
1100100087359,11/22/16,AM,DB
1100100087466,11/22/16,AM,DB
1100100085981,11/22/16,AM,DB
1100100087573,11/22/16,AM,DB
1100100087482,11/22/16,AM,DB
1100100087532,11/22/16,AM,DB
1100100087326,11/22/16,AM,DB
1100100087896,11/22/16,AM,DB
1100100087474,11/22/16,AM,DB
1100100087490,11/22/16,AM,DB
1100100087409,11/22/16,AM,DB
1100100074514,11/23/16,AM,DB
1100100087383,11/23/16,AM,DB
1100100087565,11/23/16,AM,DB
1100100087433,11/23/16,AM,DB
1100100087722,11/23/16,AM,DB
1100100087847,11/23/16,AM,DB
1100100087938,11/23/16,AM,DB
1100100087359,11/23/16,AM,DB
1100100087375,11/23/16,AM,DB
1100100087532,11/23/16,AM,DB
1100100087326,11/23/16,AM,DB
1100100087805,11/23/16,AM,DB
1100100087631,11/23/16,AM,DB
1100100087599,11/23/16,AM,DB
1100100074514,11/25/16,AM,DB
1100100087722,11/25/16,AM,DB
1100100087763,11/25/16,AM,DB
1100100087409,11/25/16,AM,DB
1100100087599,11/25/16,AM,DB
1100100087474,11/25/16,AM,DB
1100100074514,11/26/16,AM,DB
1100100087664,11/26/16,AM,DB
1100100087383,11/26/16,AM,DB
1100100087359,11/26/16,AM,DB
1100100087722,11/26/16,AM,DB
1100100087409,11/26/16,AM,DB
1100100087763,11/26/16,AM,DB
1100100087375,11/26/16,AM,DB
1100100087839,11/26/16,AM,DB
1100100087516,11/26/16,AM,DB
1100100087938,11/26/16,AM,DB
1100100074514,11/28/16,AM,DB
1100100087722,11/28/16,AM,DB
1100100087847,11/28/16,AM,DB
1100100086740,11/28/16,AM,DB
1100100087938,11/28/16,AM,DB
1100100087466,11/28/16,AM,DB
1100100087565,11/28/16,AM,DB
1100100087649,11/28/16,AM,DB
1100100087763,11/28/16,AM,DB
1100100087748,11/28/16,AM,DB
1100100087516,11/28/16,AM,DB
1100100087433,11/28/16,AM,DB
1100100087359,11/28/16,AM,DB
1100100087375,11/28/16,AM,DB
1100100087441,11/28/16,AM,DB
1100100087839,11/28/16,AM,DB
1100100087664,11/28/16,AM,DB
1100100087805,11/28/16,AM,DB
1100100087326,11/28/16,AM,DB
1100100088001,11/28/16,AM,DB
1100100074514,11/29/16,AM,DB
1100100087383,11/29/16,AM,DB
1100100087722,11/29/16,AM,DB
1100100087748,11/29/16,AM,DB
1100100087532,11/29/16,AM,DB
1100100087433,11/29/16,AM,DB
1100100087839,11/29/16,AM,DB
1100100087938,11/29/16,AM,DB
1100100087763,11/29/16,AM,DB
1100100087409,11/29/16,AM,DB
1100100087466,11/29/16,AM,DB
1100100087375,11/29/16,AM,DB
1100100087672,11/29/16,AM,DB
1100100087441,11/29/16,AM,DB
1100100087359,11/29/16,AM,DB
1100100087805,11/29/16,AM,DB
1100100087565,11/29/16,AM,DB
